ACTDT,YEAR,YR_QTR,ACTION,APP_NO,FM,NUMBER,STREET,ST_TYPE,BLOCK,LOT,BLOCKLOT,DESCRIPT,EXT_USE,PROP_USE,AFF_HSG,AFF_TARGET,UNITS,NETUNITS,planning_district_number,planning_district,supervisor_district,analysis_neighborhood,the_geom
2015/05/20,2015,2015_Q2,COMPLETE,201302271121,8,3733,SAN BRUNO,AV,5067,020,5067020,VOLUNTARY REMOVAL OF UNWARRENTED KITCHEN ON GROUND. STOVE ON BASEMENT AND STOVE ON 2ND FLOOR. CONVERT BEDROOM ON 2ND FLOOR TO FAMILY ROOM. COMPLY WITH NOV #201386591 DATED 2/8/13.,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,10,Visitacion Valley,"(37.71470058322, -122.399614796749)"
2015/02/24,2015,2015_Q1,COMPLETE,200412151476,8,20,VICKSBURG,ST,3627,008,3627008,RENW AND COMPLETE INSPECTION OF AP  31741 PERMIT 283262 AND AP 327672 PERMIT 292550 ( EXPIRED WITHOU,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,7,Central,8,Noe Valley,"(37.754255298539, -122.429345989626)"
2006/03/29,2006,2006_Q1,CFC ISSUED,200410045890,2,1390,REVERE,AV,4761,013A,4761013A,ERECT 3 STORY 2 FAMILY DWELLING,,2 FAMILY DWELLING,0,,2,2,10,South Bayshore,10,Bayview Hunters Point,"(37.729658003042, -122.386090830817)"
2008/03/13,2008,2008_Q1,CFC ISSUED,200507056780,3,3022,BUCHANAN,ST,0531,034,0531034,"DWELLING UNIT MERGER; EXIST 2 TOWNHOUSES CONVERT TO 1 SINGLE FAMILY RESIDENCE.BOTH CONDO ARE OWN BY PURI-PUNIAN(1 IS REBTED) GARAGE /BASEMENT LEVEL BASICALLY STAYS THE SAME FIRST OCCUPANCY LEVEL WILL BE LIVING,DINING, KITCHEN & FAMILY RM. 2ND LEVEL WILL",2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,2,Marina,2,Marina,"(37.798120067932, -122.432066744805)"
2010/01/21,2010,2010_Q1,CFC ISSUED,200903194471,3,64,14TH,ST,3529,017,3529017,"CONVERSION OF 1ST FLOOR RESIDENTIAL UNIT INTO COMMERCIAL SMALL RESTAURANT. NEW FRONT GLASS DOOR AND WINDOW, NEW HANDICAP BATHROOM",1 FAMILY DWELLING,FOOD/BEVERAGE HNDLNG,0,,1,-1,8,Mission,9,Mission,"(37.768790111587, -122.414860034971)"
2015/11/24,2015,2015_Q4,COMPLETE,201403130671,8,1201,CAYUGA,AV,6970,028,6970028,"LEGALIZE LAUNDRY ROOM, & RESTROOM, FAMILY ROOM, BEDROOM & STUDY ROOM PREVIOUSLY CONDITIONED.  (LEGALIZE ROOMS & BATHROOM AT GROUND FLOOR). ABATE N.O.V. #201342563",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Outer Mission,"(37.719435415583, -122.442558009725)"
2008/03/31,2008,2008_Q1,CFC ISSUED,200704178991,3,239,BRANNAN,ST,3789,809,3789809,"DWELLING UNIT MERGER; #10A- INTERIOR NON-STRUCTURAL REMODELING: (N0 STRUCTURAL WORK). CONNCET (MERGE) UNIT 10A TO ADJACENT UNIT 10J OWNED BY HUSBAND & WIFE. REMODELING (INTERIOR) & RE-CONFIGURATION OF BED #2, BED #3, NO LIGHTING WORK. REMOVE KITCHEN COUN",APARTMENTS,APARTMENTS,0,,104,-1,9,South of Market,6,Financial District/South Beach,"(37.782580222142, -122.39037752252)"
2008/06/04,2008,2008_Q2,FINAL INSPECT/APPRVD,200704239384,3,265,LAUSSAT,ST,0860,064,0860064,CREATION OF A 2ND UNIT AS GRANTED UNDER PLANNING CODE VARIANCE CASE # 20060443V. NO EXTERIOR CHANGE.,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,6,Buena Vista,5,Hayes Valley,"(37.771384135764, -122.431377012631)"
2012/10/18,2012,2012_Q4,TCO ISSUED,201005142521,3,150,OTIS,ST,3513,008,3513008,"CONVERSION OF FORMER JUVENIE DETENTION CENTER TO 76 APTS LOW INCOME SEISMIC UPGRADE, MEP,FINISHES UPGRADE. NEW FIRE & SPRINKLER SYSTEM, NEW PG&E VOD VAULT, NEW ELEVATOR TOWER AND NEW DECKS AT BACK OF THE BLDG, EXISTING HIGH RISE.",JAIL,APARTMENTS,76,EVLI,76,76,8,Mission,6,Mission,"(37.770720018525, -122.421055783842)"
2012/12/11,2012,2012_Q4,CFC ISSUED,201012207050,3,722,DIAMOND,ST,2830,004,2830004,CREATING 2ND UNIT ON 1ST FLOOR. ENLARGING KITCHEN & MASTER BEDROOM WITH REAR-YARD ADDITION. AND ADD GARAGE.,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,7,Central,8,Noe Valley,"(37.751515986905, -122.436619767122)"
2006/11/06,2006,2006_Q4,CFC ISSUED,200503097101,3,70,SHERIDAN,ST,3519,036,3519036,REMODEL OF BATHROOM AND KITCHEN AND ENTRY AT 2 BEDROOM UNIT. REMODEL TO STUDIO UNIT ENTRY. (ADD 2ND,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,9,South of Market,6,South of Market,"(37.772514904145, -122.411689850114)"
2014/09/12,2014,2014_Q3,COMPLETE,201206182829,2,1973,FILBERT,ST,0531,022,0531022,"ERECT 3 STORIES, TYPE 5, 1 DWELLING UNIT RESIDENTIAL BUILDING.",,1 FAMILY DWELLING,0,,1,1,2,Marina,2,Marina,"(37.798236328581, -122.431780726968)"
2009/03/26,2009,2009_Q1,FINAL INSPECT/APPRVD,200608280710,2,880,PERU,AV,5963,013,5963013,ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,,1 FAMILY DWELLING,0,,1,1,12,South Central,11,Excelsior,"(37.724117733756, -122.423196357461)"
2016/08/03,2016,2016_Q3,REINSPECT REQUIRED,201410068159,3,601,29TH,ST,7537,001,7537001,UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZATION OF UNWARRANTED UNIT. 1 STUDIO UNIT WITH 1 BATHROOM.,1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,7,Central,8,Glen Park,"(37.743160035856, -122.433597233511)"
2012/11/09,2012,2012_Q4,COMPLETE,201210172265,8,929,BRODERICK,ST,1152,006,1152006,"INSTALL 23 HEADS FOR ENTIRE BASEMENT ONLY.  INSTALL 2"" FIRE SERVICE FROM METER TO PROPERTY LINE, TOTAL 14 LINEAR FEET.  T.I PA# 201112231274",APARTMENTS,APARTMENTS,1,SEC,6,1,5,Western Addition,5,Western Addition,"(37.778870841808, -122.440665192279)"
2009/08/21,2009,2009_Q3,PRE-FINAL,200612129721,3,46,GEARY,ST,0310,024,0310024,PARTIAL TENANT IMPROVEMENT - ENTIRE BUILDING UPON COMPLETION OF UMB RETROFIT. SPRINKLER UNDER SEPARATE PERMIT. CHANGE IN USE S-1 TO A-3.,APARTMENTS,RETAIL SALES,0,,0,-6,4,Downtown,3,Financial District/South Beach,"(37.788127893955, -122.404312340508)"
2005/06/09,2005,2005_Q2,CFC ISSUED,200310066601,2,470,CLEMENTINA,ST,3732,220,3732220,,,,1,MOD,12,12,9,South of Market,6,South of Market,"(37.779575754568, -122.405656203054)"
2010/12/07,2010,2010_Q4,CFC ISSUED,201011295673,8,4125,17TH,ST,2649,045,2649045,RENEW FOR 200512200872. (ADDITIONAL DWELLING UNIT 200512200872) CONVERT (E) HABITABLE SPACE IN BASEMENT INTO 3RD UNIT. CONSTRUCT (N) 2 CAR GARAGE IN BASEMENT. ADD WASHER/DRYER AND HALF BATH TO FIRST AND SECOND LEVEL UNITS. REMOVE (E) SPECIAL RESTRICTION*,1 FAMILY DWELLING,APARTMENTS,1,SEC,3,1,7,Central,8,Castro/Upper Market,"(37.762133480523, -122.437921619204)"
2012/10/19,2012,2012_Q4,FINAL INSPECT/APPRVD,200911252147,3,2037,JEFFERSON,ST,0915,012C,0915012C,"MERGE LEVELS 2 AND 3 INTO SINGLE UNIT, RENOVATE BOTH LEVELS. REPLACE  ALL WINDOWS WITH DBL PANE, REVISE STREET FACADE",2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,2,Marina,2,Marina,"(37.804059946371, -122.446131417446)"
2005/02/07,2005,2005_Q1,CFC ISSUED,9722338S,2,132,LAIDLEY,ST,6665,010,6665010,ERECT 3 S,,,0,,0,1,7,Central,8,Glen Park,"(37.739755460933, -122.430167547797)"
2008/09/10,2008,2008_Q3,CFC ISSUED,200501133192,2,554,LONDON,ST,6272,009,6272009,TO ERECT 4 STORIES OF 2 FAMILY DWELLINGS.,,2 FAMILY DWELLING,0,,2,2,12,South Central,11,Excelsior,"(37.720404656585, -122.437348822239)"
2008/11/03,2008,2008_Q4,CFC ISSUED,200712211163,3,2428,UNION,ST,0536,035,0536035,"DWELLING UNIT MERGE -- UNITS 2 & 4 - MERGE TWO UNITS, ONE ABOVE THE OTHER, ADD CIRCULAR STAIR (NOT REQUIRED MEANS OF EGRESS), MINOR KITCHEN CHANGES TO ACCOMODATE STAIR, REMOVAL OF KITCHEN, CHANGE KITCHEN TO WET BAR/STUDY.",APARTMENTS,APARTMENTS,0,,3,-1,2,Marina,2,Marina,"(37.796848693924, -122.439384214575)"
2008/02/14,2008,2008_Q1,CFC ISSUED,200502085025,1,355,BERRY,ST,8707,003,8707003,ERECT 5 STORIES 194 DWELLING UNITS BLDG.,,APARTMENTS,0,,194,194,9,South of Market,6,Mission Bay,"(37.772341170609, -122.397099139858)"
2005/06/09,2005,2005_Q2,CFC ISSUED,200503238233,8,748,FELL,ST,0821,012,0821012,REMOVE 2,,,0,,0,-2,5,Western Addition,5,Hayes Valley,"(37.775293274673, -122.430240205859)"
2006/06/20,2006,2006_Q2,FINAL INSPECT/ APPRVD,200312293122,6,179,SADOWA,ST,7138,032,7138032,TO DEMOLISH A SINGLE FAMILY 1 STORY DWELLING UNIT.,1 FAMILY DWELLING,,0,,1,-1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.712049446598, -122.458405808866)"
2005/12/08,2005,2005_Q4,CFC ISSUED,200404060574,2,535,OXFORD,ST,6034,051,6034051,ERECT A THREE STORY SINGLE FAMILY DWELLING.,,,0,,0,1,12,South Central,9,Portola,"(37.723281726661, -122.417874284726)"
2009/11/10,2009,2009_Q4,CFC ISSUED,200807257712,8,612,CLAYTON,ST,1245,023,1245023,CONVERT 4 ORIGINAL RESIDENTIAL UNITS CONVERTED TO COMMERCIAL UNITS (4 TOTAL) NO CHANGE IN PLAN TO ORIGINAL FLOOR LAYOUT.,OFFICE,APARTMENTS,0,,4,4,6,Buena Vista,5,Haight Ashbury,"(37.769641278108, -122.448340728215)"
2009/09/03,2009,2009_Q3,CFC ISSUED,200501112946,3,2564,SUTTER,ST,1053,012,1053012,EXISTING SINGL FAM DWG TO BE ALTERED INTO 3 UNITS BLDG HORIZONTAL & VERTICAL ADDITIONS,1 FAMILY DWELLING,APARTMENTS,2,SEC,3,2,5,Western Addition,2,Pacific Heights,"(37.785188435104, -122.4426454455)"
2015/10/20,2015,2015_Q4,COMPLETE,201503312330,8,274,NAPLES,ST,6008,014,6008014,"LEGALIZE 2 BEDROOMS, LAUNDRY ROOM, STORAGE AREA AND 1 FULL BATHROOM AND ONE 1/2 BATHROOM ON GROUND FLOOR.  REMOVE UNPERMITTED KITCHEN ON GRND FLR",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Excelsior,"(37.724480964278, -122.428816594229)"
2008/08/25,2008,2008_Q3,FINAL INSPECT/APPRVD,200802134718,3,622,SPRUCE,ST,1066,045,1066045,"REMOVE ILLEGAL UNIT; UPPER LEVEL: REMOVE WALL IN HALLWAY, REPLACE LATH & PLASTER W/DRYWALL 3 ROOMS & HALL.REMODEL KITCHEN & MOVE INTO (E) BEDROOM. REMODEL BATHROOM,MOVE 1/2 BATH,ADD STAIRWAY TO LOWER LEVEL.  DOWNSTAIRS.REMOVE KITCHEN & REPLACE WITH BATHR",2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,1,Richmond,2,Presidio Heights,"(37.783327587519, -122.453189177508)"
2010/06/11,2010,2010_Q2,CFC ISSUED,200807217176,2,60,WHITNEY YOUNG,CR,4711,207,4711207,"ERECT A 2-STORY, SINGLE FAMILY DWELLING UNIT BUILDING. Type A-R",,1 FAMILY DWELLING,1,SEC,1,1,10,South Bayshore,10,Bayview Hunters Point,"(37.733527303444, -122.383188069717)"
2006/12/21,2006,2006_Q4,CFC ISSUED,200610104571,8,520,02ND,AV,1544,044,1544044,RENEW PA# 8816672 SPECIAL INSPECTION REQUIRED PER ORIGINAL APPLICATION FOR FINAL-CFC REQUIRED.,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,1,Richmond,1,Inner Richmond,"(37.778826629406, -122.459507723822)"
2009/12/10,2009,2009_Q4,CFC ISSUED,200807187042,2,139,GIRARD,ST,5925,025,5925025,ERECT A NEW 4 STORIES 2 FAMILY DWELLING.,,2 FAMILY DWELLING,0,,2,2,12,South Central,9,Portola,"(37.730549130304, -122.405625745307)"
2007/09/25,2007,2007_Q3,FINAL INSPECT/ APPRVD,200709122515,6,1011,TENNESSEE,ST,4108,003G,4108003G,TO DEMOLISH 2 STORY WAREHOUSE/1 DWELLING UNIT (BUILDING TOTALLY BURNED),1 FAMILY DWELLING,,0,,-1,-1,9,South of Market,10,Potrero Hill,"(37.759114681421, -122.389063182601)"
2005/10/31,2005,2005_Q4,CFC ISSUED,200510286825,8,3374,20TH,ST,3594,016A,3594016A,CORRECT L,,,0,,0,-1,8,Mission,9,Mission,"(37.759023740869, -122.416296022886)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2005/12/16,2005,2005_Q4,FINAL INSPECT/APPRVD,200506306530,6,0,INNES,AV,4591A,076,4591A076,TO DEMOLI,,,0,,0,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.727475093328, -122.367753991638)"
2015/11/25,2015,2015_Q4,COMPLETE,201206112329,2,33,PERINE,PL,0634,006,0634006,"TO ERECT 4 STORIES, NO BASEMENT, 2 UNIT RESIDENTIAL BUILDING.",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,2,2,Marina,2,Pacific Heights,"(37.788914619968, -122.436067619887)"
2013/07/03,2013,2013_Q3,CFC ISSUED,201101037758,3,283,GRANADA,AV,6941,002,6941002,,STORAGE SHED,1 FAMILY DWELLING,0,,1,1,13,Ingleside,7,Oceanview/Merced/Ingleside,"(37.723680401333, -122.457496931404)"
2006/11/06,2006,2006_Q4,FINAL INSPECT/ APPRVD,200310076749,2,495,DE LONG,ST,7174,025,7174025,TO ERECT 2 STORIES OF 1 FAMILY DWELLING,,1 FAMILY DWELLING,0,,1,1,12,South Central,11,Outer Mission,"(37.70864058569, -122.466352532574)"
2012/02/10,2012,2012_Q1,FINAL INSPECT/APPRVD,200208053133,2,1397,CLAYTON,ST,2719,051,2719051,ERECT A THREE STORY SINGLE FAMILY DWELLING (HOUSE B),,1 FAMILY DWELLING,0,,1,1,7,Central,8,Castro/Upper Market,"(37.758552400588, -122.44623135488)"
2015/03/16,2015,2015_Q1,COMPLETE,201410280117,8,219,25TH,AV,1385,002A,1385002A,"TO COMPLY WITH PHYSICAL INSPECTION REPORT #CC-7304 TO RETAIN EXISTING USE AS STORAGE AND REMOVE NON CONFORMING UNIT AT FIRST FLOOR, REPAIR EXISTING STAIR AT SOUTH LIGHT COURT  < 50%, PROVIDE STRUCTURAL CONNECTIONS AT REAR STRUCTURE, ADD SMOKE AND CO DETE",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,-1,1,Richmond,1,Outer Richmond,"(37.785317800683, -122.485461573661)"
2015/03/25,2015,2015_Q1,COMPLETE,201410088447,8,341,05TH,AV,1437,006,1437006,"COMPLY WITH NOV 201497571, REMODEL KITCHEN AND BATH, NEW BATH.",APARTMENTS,APARTMENTS,0,,3,-1,1,Richmond,1,Inner Richmond,"(37.782223375913, -122.463637788524)"
2009/01/16,2009,2009_Q1,CFC ISSUED,200308071524,2,132,RALSTON,ST,7085,030,7085030,ERECT A NEW TWO STORY SINGLE FAMILY DWELLING,,1 FAMILY DWELLING,0,,1,1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.714959805498, -122.468641585561)"
2007/12/11,2007,2007_Q4,FINAL INSPECT/ APPRVD,200406045618,3,574,26TH,AV,1519,026,1519026,2 STORY BUILDING TO BE CONSTRUCTED OVER EXISTING 1 STORY BLDG. 2 STORY REAR ADDITION TO EXISTING BLDG.,1 FAMILY DWELLING,APARTMENTS,0,,4,3,1,Richmond,1,Outer Richmond,"(37.778626354029, -122.485355636458)"
2007/12/28,2007,2007_Q4,PRE-FINAL,200504200401,2,1300,EDDY,ST,0733,002,0733002,BLDG #7 - TO ERECT 3 STORIES OF 1 FAMILY DWELLING.,,1 FAMILY DWELLING,0,,1,1,5,Western Addition,5,Western Addition,"(37.782066986442, -122.429620729525)"
2017/09/29,2017,2017_Q3,COMPLETE,201409055492,2,6048,GEARY,BL,1456,023,1456023,"TO ERECT 4 STORIES, 3 UNITS CONDOMINIUM BUILDING AND ONE RETAIL.",,APARTMENTS,,,3,3,1,Richmond,1,Outer Richmond,"(37.780417926965, -122.484495426384)"
2006/08/31,2006,2006_Q3,TCO ISSUED,200312081859,2,16,ESPLANADE,,3546,002,3546002,ERECT 3 A STORY 9 DWELLING UNIT BLDG.,,APARTMENTS,9,VLI,9,9,8,Mission,8,Mission,"(37.767102921139, -122.423223082477)"
2008/11/12,2008,2008_Q4,FINAL INSPECT/APPRVD,200803207596,8,1617,LYON,ST,1046,005,1046005,RENEW APP 200112135181 200402196711 200612079425 FOR FINAL INSPECTION,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,1,Richmond,2,Presidio Heights,"(37.786050768981, -122.445429392672)"
2008/01/23,2008,2008_Q1,CFC ISSUED,200108176371,2,1525,OCEAN,AV,6936,014,6936014,ERECT A FOUR STORY THREE UNIT RESIDENTIAL WITH RETAIL,,APARTMENTS,0,,3,3,13,Ingleside,7,Oceanview/Merced/Ingleside,"(37.724166694364, -122.458715694101)"
2009/05/15,2009,2009_Q2,CFC ISSUED,200212042811,2,1454,QUESADA,AV,4759,011,4759011,ERECT A THREE STORY SINGLE FAMILY DWELLING,,1 FAMILY DWELLING,0,,1,1,10,South Bayshore,10,Bayview Hunters Point,"(37.730965064924, -122.386728588536)"
2008/07/08,2008,2008_Q3,CFC ISSUED,200310066596,2,2626,BALBOA,ST,1570,011A,1570011A,ERECT A 3 STORY 3 UNIT RESIDENTIAL BLDG,,APARTMENTS,0,,3,3,1,Richmond,1,Outer Richmond,"(37.776464532786, -122.487169167446)"
2007/09/18,2007,2007_Q3,FINAL INSPECT/ APPRVD,200504200396,2,1300,EDDY,ST,0733,002,0733002,BLDG #5 - TO ERECT 3 STORIES OF 1 FAMILY DWELLING,,1 FAMILY DWELLING,1,MOD,1,1,5,Western Addition,5,Western Addition,"(37.782066986442, -122.429620729525)"
2015/07/24,2015,2015_Q3,COMPLETE,201409166416,3,333,RALSTON,ST,7003,014,7003014,"REVISION TO APPLICATION 201407231955, LEGALIZED AS-BUILT KITCHEN AT 1ST FLOOR PER PLAN.",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.718479477485, -122.469231919641)"
2015/12/01,2015,2015_Q4,,201207124723,1,318,MAIN,ST,3746,003,3746003,,,,0,,59,59,9,South of Market,6,Financial District/South Beach,"(37.788686730196, -122.39186348966)"
2011/11/29,2011,2011_Q4,CFC ISSUED,201110257536,8,64,MONETA,WY,7096B,004,7096B004,"COMPLY WITH COMPLAINT# 201165687-LEGALIZE 1 BEDROOM, 1 FULL BATHROOM & LAUNDRY ROOM. ALL WORK AT GROUND FLOOR. REPLACE COUNRTER & FLOORING IN KITCHEN. FLOOR FOR 2 BATHROOM AT 2ND FLOOR",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Outer Mission,"(37.713134065137, -122.449798027419)"
2009/03/30,2009,2009_Q1,CFC ISSUED,200901150266,8,1402,COLE,ST,1291,023,1291023,CONSTRUCT A NEW RESIDENTIAL FLAT AT THE ROOF LEVEL OF THE (E) 2 STORY BUILDING (GROUND FLOOR COMMERCIAL; 2ND FLOOR RESIDENTIAL FLAT). THE NEW 3RD FLOOR FLAT WILL BE PROVIDED WITH EXITS TO BOTH COLE 17TH STREETS.  RENEW PA# 200306137007 TO OBTAIN FINAL IN,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,7,Central,5,Inner Sunset,"(37.761543271398, -122.448815672832)"
2008/10/16,2008,2008_Q4,FINAL INSPECT/APPRVD,200102262950,2,2405,FOLSOM,ST,3612,042,3612042,ERECT A FOUR STORY SIX UNITS RESIDENTIAL BLDG WITH COMMERCIAL.,,APARTMENTS,0,,6,6,8,Mission,9,Mission,"(37.758749603503, -122.414381220476)"
2009/04/24,2009,2009_Q1,FINAL INSPECT/APPRVD,200904226896,3,124,LILY,ST,0838,032,0838032,"SCOPE OF WORK IS LIMITED TO: STRUCTURE LOCATED AT LILY STREET IS THE ADDITION OF 2 NEW FLOOR LEVELS TO THE (E) STUCTURE & ITS CONVERSION INTO A SINGLE FAMILY RESIDENCE WITH (EXISTING GARAGE, 3 BEDROOMS, 2 1/2 BATHS, KITCHEN / DINING ROOM. FAMILY ROOMS &",WORKSHOP COMMERCIAL,1 FAMILY DWELLING,0,,1,1,6,Buena Vista,5,Hayes Valley,"(37.77469786384, -122.42310861763)"
2010/09/27,2010,2010_Q3,CFC ISSUED,200901140157,3,663,24TH,AV,1567,008,1567008,HORIZONTAL REAR ADDITION.,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,1,Richmond,1,Outer Richmond,"(37.777003014344, -122.483779571709)"
2005/04/29,2005,2005_Q2,CFC ISSUED,200209207096,2,4005,MISSION,ST,5835,076,5835076,"NEW BUILDING 4 STORIES, 3 FAMILY CONDOMINIUM, NO BASEMENT.",,,0,,0,3,11,Bernal Heights,9,Bernal Heights,"(37.733397200606, -122.426286135591)"
2014/08/18,2014,2014_Q3,COMPLETE,201207064246,3,4379,23RD,ST,2806,034,2806034,"REBUILD (E) LAUNDRY SHED ON 1ST FL. ADD 6'X17' DECK AT 2ND FL, REAR. REPLACE ALL WINDOWS OF 2ND FL, REAR GABLE END. REINSULATE & SHEET ROCK REAR BEDROOM. CONVERT (E) BASEMENT INTO AN INLAW APARTMENT.",1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,7,Central,8,Noe Valley,"(37.752286141663, -122.440317606795)"
2014/04/02,2014,2014_Q2,FINAL INSPECT/APPRVD,201301168084,6,5244,03RD,ST,5411,009,5411009,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,0,,-1,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.730067680813, -122.392762121374)"
2011/02/04,2011,2011_Q1,FINAL INSPECT/APPRVD,201006023623,6,1207,THOMAS,AV,4807,026,4807026,EMERGENCY DEMO - DEMOLISH 2 STORIES SINGLE FAMILY DWELLING.,1 FAMILY DWELLING,,0,,-1,-1,10,South Bayshore,10,Bayview Hunters Point,"(37.726153606441, -122.38417116214)"
2007/11/07,2007,2007_Q4,FINAL INSPECT/ APPRVD,200501072786,8,2815,PINE,ST,1048,034,1048034,"REMODEL BATHROOM & KITCHEN, TO REMOVE ILLEGAL UNIT AT G/F.",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,5,Western Addition,2,Pacific Heights,"(37.786518013044, -122.442715553256)"
2014/12/17,2014,2014_Q4,COMPLETE,201309187184201309187184,3,2810,CLAY,ST,1002,011,1002011,UNIT REDUCTION VIA  MERGER: 3 INTO 2 UNITS. UNIT #1 NO WORK. UNIT 2 & 3 MERGE UNITS. REMOVE NON BEARING PARTIITION. REMOVE RANGE + REFRIGERATOR FROM UNIT 3 COVERT TOP LEVEL KITCHEN TO LAUNDRY. ** MAHER: COMPLIANCE WITH ORDINANCE,APARTMENTS,2 FAMILY DWELLING,0,,2,-1,2,Marina,2,Pacific Heights,"(37.790281421701, -122.439757103729)"
2015/05/19,2015,2015_Q2,COMPLETE,201401317573,6,74,BLAKE,ST,1068,004,1068004,TO DEMOLISH 2 STORIES OF 1 SINGLE FAMILY DWELLING (REAR BLDG),,,0,,-1,-1,1,Richmond,2,Presidio Heights,"(37.78257214671, -122.450936747171)"
2012/11/26,2012,2012_Q4,PRE-FINAL,200510135500,2,411,VALENCIA,ST,3554,027,3554027,"ERECT A 5-STORY, SIXTEEN UNIT RESIDENTIAL CONDO OVER A GARAGE, AND 1370 SQUARE FEET COMMERCIAL SPACE.",,APARTMENTS,2,MOD,16,16,8,Mission,9,Mission,"(37.76628425887, -122.421714812851)"
